u_id,backgr_degree,v_18,backgr_exp_famil_mlm,backgr_exp_teach_stat,belief_H1_1,belief_H1_2,belief_H1_3,belief_certainty_1,belief_certainty_2,belief_certainty_3,v_33,v_98,v_99,v_100,v_41,v_88,v_90,v_94,v_110
70,2,1.0,3.0,1.0,1,2.0,2.0,6.0,6.0,5.0,0.007456164445896576,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,3.0,5.0,5.0,4.0,0
71,2,1.0,4.0,2.0,1,3.0,3.0,2.0,3.0,4.0,-0.1850484448845249,-1.4827941462833911,-0.4701849420102447,-1.179482254115897,2.0,4.0,4.0,4.0,0
72,2,2.0,5.0,4.0,1,2.0,2.0,3.0,2.0,3.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,-1.179482254115897,2.0,3.0,5.0,4.0,0
73,2,1.0,4.0,12.0,1,2.0,2.0,2.0,3.0,4.0,0.05558231677850195,-1.4827941462833911,0.8831852289111356,0.10230203224474622,2.0,3.0,3.0,4.0,1
74,2,1.0,5.0,12.0,2,2.0,3.0,5.0,5.0,4.0,-0.08879614021931417,-1.4827941462833911,-0.4701849420102447,-1.179482254115897,2.0,5.0,3.0,4.0,0
75,2,1.0,5.0,2.0,1,2.0,2.0,6.0,6.0,6.0,0.19996077377631807,-0.17769020761247245,-0.4701849420102447,-1.179482254115897,3.0,5.0,4.0,4.0,1
76,2,1.0,4.0,2.0,1,3.0,3.0,2.0,2.0,2.0,-0.040669987886708794,1.1274137310584462,-0.4701849420102447,1.3840863186053893,2.0,4.0,1.0,5.0,1
77,2,1.0,3.0,1.0,1,2.0,3.0,3.0,2.0,4.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,4.0,4.0,4.0,0
78,2,2.0,2.0,1.0,2,3.0,2.0,1.0,2.0,5.0,-0.08879614021931417,-0.17769020761247245,-0.4701849420102447,2.665870604966033,2.0,2.0,5.0,4.0,0
79,2,1.0,3.0,2.0,1,2.0,2.0,4.0,3.0,4.0,0.05558231677850195,-1.4827941462833911,-0.4701849420102447,-1.179482254115897,2.0,3.0,4.0,4.0,0
8,3,2.0,5.0,3.0,1,2.0,2.0,5.0,3.0,4.0,-0.13692229255191954,1.1274137310584462,0.8831852289111356,0.10230203224474622,2.0,4.0,3.0,5.0,0
80,2,1.0,3.0,4.0,1,3.0,3.0,2.0,2.0,4.0,0.007456164445896576,1.1274137310584462,-0.4701849420102447,0.10230203224474622,1.0,4.0,2.0,4.0,0
81,3,1.0,3.0,4.0,1,4.0,4.0,3.0,3.0,5.0,0.10370846911110733,-2.7878980849543096,-0.4701849420102447,0.10230203224474622,3.0,2.0,5.0,3.0,0
82,3,1.0,4.0,1.0,2,4.0,4.0,1.0,4.0,6.0,0.24808692610892344,-1.4827941462833911,-0.4701849420102447,-1.179482254115897,2.0,2.0,5.0,4.0,0
83,3,1.0,3.0,1.0,2,2.0,2.0,1.0,1.0,3.0,-0.08879614021931417,1.1274137310584462,-0.4701849420102447,0.10230203224474622,5.0,1.0,1.0,5.0,1
84,3,2.0,4.0,3.0,1,2.0,2.0,5.0,4.0,4.0,-0.1850484448845249,-0.17769020761247245,2.236555399832516,0.10230203224474622,3.0,5.0,5.0,4.0,1
85,2,1.0,5.0,4.0,1,2.0,3.0,2.0,3.0,5.0,-0.08879614021931417,1.1274137310584462,-0.4701849420102447,1.3840863186053893,4.0,4.0,4.0,5.0,1
86,2,2.0,2.0,1.0,1,4.0,2.0,1.0,1.0,2.0,-0.1850484448845249,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,4.0,3.0,4.0,5.0,1
87,2,1.0,3.0,1.0,1,3.0,2.0,2.0,3.0,5.0,0.7293484494349772,1.1274137310584462,-0.4701849420102447,0.10230203224474622,3.0,4.0,4.0,4.0,1
88,2,3.0,4.0,3.0,2,3.0,3.0,4.0,4.0,4.0,-0.42567920654755176,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,3.0,4.0,4.0,4.0,0
89,2,2.0,4.0,2.0,3,2.0,3.0,4.0,3.0,2.0,-0.1850484448845249,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,5.0,5.0,4.0,0
9,0,1.0,4.0,12.0,1,2.0,3.0,5.0,3.0,4.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,4.0,4.0,4.0,0
90,5,1.0,3.0,1.0,1,3.0,3.0,4.0,4.0,3.0,-0.13692229255191954,-1.4827941462833911,-0.4701849420102447,2.665870604966033,2.0,5.0,1.0,5.0,1
91,5,3.0,4.0,12.0,3,2.0,3.0,7.0,3.0,4.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,4.0,4.0,4.0,0
92,2,1.0,4.0,3.0,1,2.0,3.0,3.0,3.0,4.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,4.0,4.0,4.0,0
93,6,2.0,4.0,12.0,3,2.0,3.0,5.0,3.0,4.0,-0.13692229255191954,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,4.0,4.0,4.0,0
94,2,1.0,3.0,3.0,1,2.0,2.0,2.0,3.0,3.0,-0.1850484448845249,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,3.0,2.0,1.0,0
95,2,1.0,3.0,1.0,2,2.0,3.0,2.0,2.0,3.0,-0.13692229255191954,-1.4827941462833911,-0.4701849420102447,-1.179482254115897,2.0,1.0,4.0,4.0,0
96,2,1.0,4.0,1.0,1,2.0,3.0,4.0,4.0,5.0,-0.28130074954973566,-1.4827941462833911,0.8831852289111356,1.3840863186053893,3.0,4.0,2.0,2.0,1
97,3,2.0,4.0,1.0,2,2.0,4.0,3.0,3.0,3.0,-0.3775530542149464,-0.17769020761247245,-0.4701849420102447,-1.179482254115897,3.0,2.0,4.0,3.0,1
98,3,2.0,5.0,12.0,1,2.0,3.0,4.0,4.0,4.0,-0.08879614021931417,-0.17769020761247245,-0.4701849420102447,0.10230203224474622,2.0,5.0,4.0,3.0,0
99,0,1.0,1.0,1.0,1,3.0,3.0,3.0,5.0,4.0,0.39246538310673956,1.1274137310584462,-0.4701849420102447,2.665870604966033,3.0,4.0,5.0,4.0,0
