u_id,backgr_degree,v_18,backgr_exp_famil_mlm,backgr_exp_teach_stat,belief_H1_1,belief_H1_2,belief_H1_3,belief_certainty_1,belief_certainty_2,belief_certainty_3,v_33,v_98,v_99,v_100,v_41,v_88,v_90,v_94,v_110
84,4.0,2.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,6.0,3.0,3.0,2.0,3.0,5.0,5.0,4.0,2.0
85,3.0,1.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,5.0,8.0,4.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0
86,3.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,6.0,3.0,1.0,2.0,4.0,3.0,4.0,5.0,2.0
87,3.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,5.0,25.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0
88,3.0,3.0,4.0,3.0,3.0,3.0,,4.0,4.0,,1.0,,,,3.0,,,,
89,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,6.0,3.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0
9,1.0,1.0,4.0,12.0,2.0,,,5.0,,,,,,,,,,,
90,6.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,7.0,2.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0
91,6.0,3.0,4.0,12.0,4.0,,,7.0,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,
93,7.0,2.0,4.0,12.0,4.0,,,5.0,,,,,,,,,,,
94,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,6.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0
95,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0
96,3.0,1.0,4.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0
97,4.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0
98,4.0,2.0,5.0,12.0,2.0,2.0,3.0,4.0,4.0,4.0,8.0,3.0,1.0,2.0,2.0,5.0,4.0,3.0,1.0
99,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,5.0,4.0,18.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0
