backgr_degree,v_18,backgr_exp_famil_mlm,backgr_exp_teach_stat,belief_H1_1,belief_H1_2,belief_H1_3,belief_certainty_1,belief_certainty_2,belief_certainty_3,v_33,v_98,v_99,v_100,v_41,v_88,v_90,v_94,v_110
-0.036778345183523214,0.21521281728879899,0.4008212177876719,0.3688925767112401,-0.0931799778635698,-0.2948016843478372,-0.28561446588809114,0.6864943856549891,0.6892447758103235,0.5185183304997725,-0.08365944217795221,0.05358414499698699,0.11966530320643473,-0.3538678848541406,-0.05299905425219309,0.2355655861088775,0.1548632602928337,-0.090366914920527,-0.17770740904710294
-0.10700152432106305,0.45202665625831595,0.45062331048216486,0.4987701054598113,0.03837092304111814,-0.012300631663942215,0.1539290290136221,-0.25145552693153433,-0.3648960838825804,-0.143147037138202,0.05561463749822104,-0.009471141907411053,-0.049036994426894034,-0.5033868220498514,-0.10922812117875043,-0.20459689967195868,-0.23313094678044127,-0.32790548913507805,-0.18323123806290192
0.019757286640404347,0.27852483935061256,-0.10817929055415289,0.30297961753521085,0.43189923083282716,0.656428626938148,0.16111770616936041,0.004264107246615625,0.10168177543818427,0.1926676220557436,0.16575462731030832,-0.019263962735326896,0.15422010815983106,0.13023796860517575,-0.08828162378975618,-0.03138543530603919,0.21226860716811533,0.23412428094849558,-0.15323450338052738
0.09999791089278887,-0.21823341731962145,-0.06229516301707482,-0.11024609194713093,0.1631210464179462,0.2624296123510813,0.15931210337065058,0.049478409655697685,0.264532455305312,0.04147959775274242,-0.22465482511204934,-0.26108962948930786,-0.06466569973416571,-0.09163165454393105,0.06385136768629845,-0.21257698186016,-0.5018989029989828,-0.3931925820183077,0.02359353693285808
-0.1147389653474422,0.1012474869829325,-0.012610445589945623,0.24370577977947275,-0.05767743588277383,-0.015946014481814895,-0.14501082652425235,0.014932485559733238,0.0073156934585145795,0.04167577670322996,0.001606414560618611,0.44935375752830836,0.2763012565611914,0.27967543789878463,0.018648198179577108,0.14833939764429524,-0.4745219625489826,0.17214969376625316,0.34019753753573445
0.2134580570671119,0.24981458218276523,-0.31964107216752524,0.20023925252807148,0.1267307377612509,-0.24267464209638648,0.19717256693325727,0.06433667006570308,0.037511580450880176,-0.18544175626595036,-0.18072635087423083,-0.08159717742863005,-0.1575169980176945,0.27650509273722956,-0.049338173628074966,0.10222485413327696,-0.03971463947713858,-0.14144539282126958,-0.3341435292178683
0.2729079744170084,0.14763593344381828,-0.03052083056055899,-0.10410361037727661,0.08653882289470247,0.07151522144898814,-0.0352436731059889,0.00523818725640675,0.07220993019688861,-0.2023997953714097,0.21346734455027533,0.3255670758217138,-0.11416660445864171,-0.10583174794805135,0.30246387584585843,0.15623596157540376,0.06632253205467731,-0.20736664880703562,0.12201413516603858
-0.3317734031210476,0.10528526313882325,-0.23478031944237793,-0.014599383368205116,-0.12236553932345569,0.0346402676657592,-0.28401757186373333,-0.028193683283598104,0.0036256588357887454,0.07428780006743006,-0.04422188399384409,0.14645760072974043,0.059837270326265686,0.017635580662408338,0.05555456843647478,-0.30437710224648346,0.07307889987163327,-0.2351499252021384,-0.10879088461931288
0.19387376884614096,0.026321583874961224,-0.06385684415732427,0.012864969968080946,0.05079093340946222,-0.04576932313631871,-0.22034013556315818,0.05757391092315534,-0.05321860740370129,0.09367817651267125,0.23631323523184505,-0.12006931652846961,-0.10769236449072742,-0.045151119677709364,0.2473187785592906,-0.18466557616689125,-0.1270735252307432,0.18597615365098746,-0.13560730230812093
-0.05419254664483204,0.03919484970996418,0.09340995515825895,-0.05737933284762784,-0.13385865542925796,-0.04158583912714335,0.22529479167704175,-0.08649184433709255,0.05295612883493593,0.14885348745339613,0.23709959355524704,0.021318201405874215,0.04193736697157891,0.1264807271750051,0.12308213753920842,-0.05329762729539994,-0.014866632572342178,-0.059045781188999,-0.09754429032520277
